implementation,byte_value,time_ns,sample_id
Algebraic_SBox,6,21.60,13
Precomputed_SBox,6,16.40,14
Algebraic_SBox,6,21.60,14
Precomputed_SBox,6,21.60,15
Algebraic_SBox,6,21.60,15
Precomputed_SBox,6,17.40,16
Algebraic_SBox,6,21.60,16
Precomputed_SBox,6,17.20,17
Algebraic_SBox,6,21.80,17
Precomputed_SBox,6,17.20,18
Algebraic_SBox,6,21.60,18
Precomputed_SBox,6,17.40,19
Algebraic_SBox,6,21.80,19
Precomputed_SBox,6,17.40,20
Algebraic_SBox,6,21.60,20
Precomputed_SBox,6,17.60,21
Algebraic_SBox,6,21.60,21
Precomputed_SBox,6,17.40,22
Algebraic_SBox,6,21.60,22
Precomputed_SBox,6,17.60,23
Algebraic_SBox,6,21.60,23
Precomputed_SBox,6,17.20,24
Algebraic_SBox,6,22.00,24
Precomputed_SBox,6,17.40,25
Algebraic_SBox,6,21.60,25
Precomputed_SBox,6,17.40,26
Algebraic_SBox,6,21.60,26
Precomputed_SBox,6,17.40,27
Algebraic_SBox,6,21.60,27
Precomputed_SBox,6,17.40,28
Algebraic_SBox,6,21.60,28
Precomputed_SBox,6,17.40,29
Algebraic_SBox,6,21.60,29
Precomputed_SBox,6,17.40,30
Algebraic_SBox,6,21.60,30
Precomputed_SBox,6,17.60,31
Algebraic_SBox,6,21.60,31
Precomputed_SBox,6,17.20,32
Algebraic_SBox,6,21.80,32
Precomputed_SBox,6,17.20,33
Algebraic_SBox,6,21.60,33
Precomputed_SBox,6,16.60,34
Algebraic_SBox,6,21.60,34
Precomputed_SBox,6,16.60,35
Algebraic_SBox,6,21.60,35
Precomputed_SBox,6,16.60,36
Algebraic_SBox,6,21.60,36
Precomputed_SBox,6,16.40,37
Algebraic_SBox,6,21.60,37
Precomputed_SBox,6,16.60,38
Algebraic_SBox,6,21.60,38
Precomputed_SBox,6,16.40,39
Algebraic_SBox,6,21.60,39
Precomputed_SBox,6,45.60,40
Algebraic_SBox,6,21.60,40
Precomputed_SBox,6,16.60,41
Algebraic_SBox,6,21.60,41
Precomputed_SBox,6,16.60,42
Algebraic_SBox,6,21.80,42
Precomputed_SBox,6,16.60,43
Algebraic_SBox,6,21.60,43
Precomputed_SBox,6,16.60,44
Algebraic_SBox,6,21.60,44
Precomputed_SBox,6,16.60,45
Algebraic_SBox,6,21.60,45
Precomputed_SBox,6,16.40,46
Algebraic_SBox,6,21.60,46
Precomputed_SBox,6,16.40,47
Algebraic_SBox,6,21.60,47
Precomputed_SBox,6,16.60,48
Algebraic_SBox,6,21.60,48
Precomputed_SBox,6,16.40,49
Algebraic_SBox,6,21.60,49
Precomputed_SBox,7,17.20,0
Algebraic_SBox,7,21.80,0
Precomputed_SBox,7,16.40,1
Algebraic_SBox,7,21.60,1
Precomputed_SBox,7,16.40,2
Algebraic_SBox,7,21.60,2
Precomputed_SBox,7,16.60,3
Algebraic_SBox,7,21.80,3
Precomputed_SBox,7,16.40,4
Algebraic_SBox,7,21.60,4
Precomputed_SBox,7,16.60,5
Algebraic_SBox,7,21.60,5
Precomputed_SBox,7,16.40,6
Algebraic_SBox,7,21.60,6
Precomputed_SBox,7,16.60,7
Algebraic_SBox,7,21.60,7
Precomputed_SBox,7,16.60,8
Algebraic_SBox,7,21.60,8
Precomputed_SBox,7,16.40,9
Algebraic_SBox,7,21.60,9
Precomputed_SBox,7,16.60,10
Algebraic_SBox,7,21.80,10
Precomputed_SBox,7,16.60,11
Algebraic_SBox,7,21.60,11
Precomputed_SBox,7,16.60,12
Algebraic_SBox,7,21.60,12
Precomputed_SBox,7,16.60,13
Algebraic_SBox,7,21.60,13
Precomputed_SBox,7,16.40,14
Algebraic_SBox,7,21.80,14
Precomputed_SBox,7,16.40,15
Algebraic_SBox,7,21.60,15
Precomputed_SBox,7,16.40,16
Algebraic_SBox,7,21.60,16
Precomputed_SBox,7,16.60,17
Algebraic_SBox,7,21.80,17
Precomputed_SBox,7,16.60,18
Algebraic_SBox,7,28.80,18
Precomputed_SBox,7,16.40,19
Algebraic_SBox,7,21.40,19
Precomputed_SBox,7,16.40,20
Algebraic_SBox,7,21.60,20
Precomputed_SBox,7,16.20,21
Algebraic_SBox,7,21.60,21
Precomputed_SBox,7,16.20,22
Algebraic_SBox,7,21.60,22
Precomputed_SBox,7,16.40,23
Algebraic_SBox,7,21.60,23
Precomputed_SBox,7,16.40,24
Algebraic_SBox,7,21.60,24
Precomputed_SBox,7,16.60,25
Algebraic_SBox,7,21.60,25
Precomputed_SBox,7,16.40,26
Algebraic_SBox,7,21.60,26
Precomputed_SBox,7,16.40,27
Algebraic_SBox,7,21.40,27
Precomputed_SBox,7,16.60,28
Algebraic_SBox,7,21.40,28
Precomputed_SBox,7,16.40,29
Algebraic_SBox,7,21.60,29
Precomputed_SBox,7,16.60,30
Algebraic_SBox,7,21.60,30
Precomputed_SBox,7,22.80,31
Algebraic_SBox,7,21.40,31
Precomputed_SBox,7,16.40,32
Algebraic_SBox,7,21.60,32
Precomputed_SBox,7,16.40,33
Algebraic_SBox,7,21.60,33
Precomputed_SBox,7,16.40,34
Algebraic_SBox,7,21.60,34
Precomputed_SBox,7,16.40,35
Algebraic_SBox,7,21.60,35
